timestamp,datetime,ap-southeast-2,eu-central-1,eu-west-3,us-east-1,us-east-2,us-west-1
1660251600,11/8/22 17:00,5566,9915,3860,5396,1332,1065
1660255200,11/8/22 18:00,3820,10781,4001,5489,1420,1124
1660258800,11/8/22 19:00,2755,11983,4473,5627,1386,1187
1660262400,11/8/22 20:00,1996,12271,4779,5716,1422,1243
1660266000,11/8/22 21:00,1938,10810,4652,5775,1483,1330
1660269600,11/8/22 22:00,2379,7659,3657,5948,1452,1359
1660273200,11/8/22 23:00,3320,4884,2393,6222,1511,1324
1660276800,12/8/22 0:00,4060,3119,1521,6880,1616,1378
1660280400,12/8/22 1:00,5311,2254,1024,7787,1842,1480
1660284000,12/8/22 2:00,6437,1892,663,7560,1880,1546
1660287600,12/8/22 3:00,6925,1844,558,6356,1946,1669
1660291200,12/8/22 4:00,7487,2480,603,4785,1800,1756
1660294800,12/8/22 5:00,7838,3878,974,3161,1313,1741
1660298400,12/8/22 6:00,7988,5925,1667,2068,910,1435
1660302000,12/8/22 7:00,8232,7745,2393,1443,580,1086
1660305600,12/8/22 8:00,8139,8962,3129,1126,409,787
1660309200,12/8/22 9:00,7749,9585,3465,1114,325,594
1660312800,12/8/22 10:00,8102,9838,3652,1487,291,489
1660316400,12/8/22 11:00,9222,10172,3860,2463,381,379
1660320000,12/8/22 12:00,9547,10416,4158,3528,562,411
1660323600,12/8/22 13:00,9536,10269,4189,4351,854,472
1660327200,12/8/22 14:00,9441,9959,4247,4948,1050,774
1660330800,12/8/22 15:00,8775,9943,4095,5127,1211,921
1660334400,12/8/22 16:00,7168,9627,4644,5323,1302,1115
1660338000,12/8/22 17:00,5764,9921,4502,5586,1373,1171
1660341600,12/8/22 18:00,4170,11048,4760,5705,1434,1217
1660345200,12/8/22 19:00,3004,12515,5314,5931,1522,1320
1660348800,12/8/22 20:00,2236,12330,5843,5798,1500,1331
1660352400,12/8/22 21:00,2053,10988,5663,5593,1504,1383
1660356000,12/8/22 22:00,2353,8161,4336,5753,1538,1423
1660359600,12/8/22 23:00,3290,5288,2955,6014,1529,1360
1660363200,13-08-2022 00:00,4222,3294,1918,6590,1639,1460
1660366800,13-08-2022 01:00,5469,2255,1234,7147,1758,1489
1660370400,13-08-2022 02:00,6472,1811,833,7203,1850,1587
1660374000,13-08-2022 03:00,6767,1757,705,6373,1981,1640
1660377600,13-08-2022 04:00,7692,2163,716,4759,1775,1717
1660381200,13-08-2022 05:00,8097,3241,1112,3288,1349,1695
1660384800,13-08-2022 06:00,8268,4979,1810,2258,981,1456
1660388400,13-08-2022 07:00,8421,6465,2630,1566,644,1120
1660392000,13-08-2022 08:00,8322,7745,3255,1164,485,833
1660395600,13-08-2022 09:00,8266,8356,3705,986,328,616
1660399200,13-08-2022 10:00,8122,8790,4336,1172,288,456
1660402800,13-08-2022 11:00,8243,9284,4411,1893,316,395
1660406400,13-08-2022 12:00,8872,9438,4794,3062,505,368
1660410000,13-08-2022 13:00,9381,9398,4662,3826,759,443
1660413600,13-08-2022 14:00,9148,9435,4721,4416,995,652
1660417200,13-08-2022 15:00,8836,9405,4646,4781,1186,861
1660420800,13-08-2022 16:00,7554,9423,4542,4977,1289,1033
1660424400,13-08-2022 17:00,5766,8675,4461,5040,1314,1166
1660428000,13-08-2022 18:00,4417,10899,4747,5447,1451,1221
1660431600,13-08-2022 19:00,3155,12223,5255,5426,1445,1261
1660435200,13-08-2022 20:00,2281,12227,5543,5516,1494,1280
1660438800,13-08-2022 21:00,2052,10864,5405,5671,1520,1336
1660442400,13-08-2022 22:00,2458,8137,4357,5720,1530,1355
1660446000,13-08-2022 23:00,3267,5273,2935,5986,1604,1418
1660449600,14-08-2022 00:00,4041,3411,1945,6617,1689,1457
1660453200,14-08-2022 01:00,5383,2245,1238,7048,1761,1486
1660456800,14-08-2022 02:00,6009,1764,837,7183,1880,1565
1660460400,14-08-2022 03:00,6794,1678,671,6397,1951,1644
1660464000,14-08-2022 04:00,8101,2039,674,5040,1840,1757
1660467600,14-08-2022 05:00,8225,3071,981,3485,1399,1706
1660471200,14-08-2022 06:00,8543,4726,1684,2389,1037,1493
1660474800,14-08-2022 07:00,8795,6545,2590,1708,702,1181
1660478400,14-08-2022 08:00,8394,8146,3335,1193,472,884
1660482000,14-08-2022 09:00,8168,8751,3826,1000,356,648
1660485600,14-08-2022 10:00,8549,9628,4259,1088,304,505
1660489200,14-08-2022 11:00,8902,9875,4571,1620,298,362
1660492800,14-08-2022 12:00,9949,10025,4856,2658,437,354
1660496400,14-08-2022 13:00,10176,10128,4921,3754,712,400
1660500000,14-08-2022 14:00,10020,10163,5035,4506,1018,605
1660503600,14-08-2022 15:00,9091,10324,4982,5004,1212,856
1660507200,14-08-2022 16:00,7481,10553,5136,5349,1307,1060
1660510800,14-08-2022 17:00,5958,10356,4905,5475,1380,1141
1660514400,14-08-2022 18:00,4433,11276,5078,5731,1492,1238
1660518000,14-08-2022 19:00,3161,12515,5682,5945,1583,1318
1660521600,14-08-2022 20:00,2266,12587,6049,6338,1630,1431
1660525200,14-08-2022 21:00,2077,10950,5629,6286,1712,1448
1660528800,14-08-2022 22:00,2443,7568,4470,6376,1695,1479
1660532400,14-08-2022 23:00,3302,4683,2884,6825,1802,1522
1660536000,15-08-2022 00:00,4233,2943,1854,7225,1788,1500
1660539600,15-08-2022 01:00,5440,2073,1184,7728,1856,1559
1660543200,15-08-2022 02:00,6721,1706,830,7644,2083,1666
1660546800,15-08-2022 03:00,7283,1708,645,6378,2062,1707
1660550400,15-08-2022 04:00,7795,2272,704,4673,1785,1806
1660554000,15-08-2022 05:00,8013,3518,1057,3184,1348,1737
1660557600,15-08-2022 06:00,8319,5235,1807,2128,867,1380
1660561200,15-08-2022 07:00,8729,6938,2710,1466,600,1040
1660564800,15-08-2022 08:00,8461,8116,3461,1136,412,752
1660568400,15-08-2022 09:00,8167,8885,3907,1052,318,582
1660572000,15-08-2022 10:00,8203,9408,4082,1325,300,439
1660575600,15-08-2022 11:00,8813,9639,4301,2082,333,385
1660579200,15-08-2022 12:00,9237,9852,4730,3070,549,366
1660582800,15-08-2022 13:00,9656,9875,4808,3913,755,439
1660586400,15-08-2022 14:00,9888,9806,4897,4763,1005,660
1660590000,15-08-2022 15:00,8627,9757,4856,5176,1185,888
1660593600,15-08-2022 16:00,7311,9647,4918,5393,1319,1027
1660597200,15-08-2022 17:00,5769,10174,4984,5684,1358,1087
1660600800,15-08-2022 18:00,4038,10921,4975,5949,1427,1182
1660604400,15-08-2022 19:00,2816,12409,5617,5999,1430,1253
1660608000,15-08-2022 20:00,2068,13042,5918,6050,1475,1302
1660611600,15-08-2022 21:00,1953,10397,5533,5960,1493,1339
1660615200,15-08-2022 22:00,2401,7170,4342,6116,1501,1362
1660618800,15-08-2022 23:00,3477,4345,2718,6390,1500,1342
1660622400,16-08-2022 00:00,4221,2786,1747,7050,1589,1385
1660626000,16-08-2022 01:00,5392,1926,1106,7704,1742,1412
1660629600,16-08-2022 02:00,6452,1616,769,7405,1864,1536
1660633200,16-08-2022 03:00,7114,1682,638,6276,1987,1652
1660636800,16-08-2022 04:00,8017,2271,716,4521,1655,1713
1660640400,16-08-2022 05:00,8182,3787,1174,3191,1271,1669
1660644000,16-08-2022 06:00,8290,5403,1919,1937,842,1351
1660647600,16-08-2022 07:00,8763,7049,2734,1391,546,1039
1660651200,16-08-2022 08:00,8343,8007,3325,1127,367,732
1660654800,16-08-2022 09:00,8013,8629,3744,1040,293,557
1660658400,16-08-2022 10:00,8016,9099,4079,1441,313,465
1660662000,16-08-2022 11:00,8853,9491,4271,2370,363,383
1660665600,16-08-2022 12:00,9251,9516,4584,3341,535,358
1660669200,16-08-2022 13:00,9565,9683,4661,4222,762,441
1660672800,16-08-2022 14:00,9359,9465,4696,4892,1010,660
1660676400,16-08-2022 15:00,8535,9033,4583,5128,1172,860
1660680000,16-08-2022 16:00,7420,9357,4467,5149,1258,996
1660683600,16-08-2022 17:00,5674,9915,4535,5632,1366,1156
1660687200,16-08-2022 18:00,4024,10847,4700,5810,1471,1173
1660690800,16-08-2022 19:00,2765,12018,5212,5727,1430,1170
1660694400,16-08-2022 20:00,2055,12970,5988,5815,1452,1301
1660698000,16-08-2022 21:00,1902,10518,5593,5880,1488,1364
1660701600,16-08-2022 22:00,2340,7206,4197,5918,1443,1334
1660705200,16-08-2022 23:00,3238,4543,2773,6378,1509,1365
1660708800,17-08-2022 00:00,4119,2820,1736,7182,1631,1417
1660712400,17-08-2022 01:00,5119,1981,1099,7756,1786,1470
1660716000,17-08-2022 02:00,6232,1662,766,7708,1941,1561
1660719600,17-08-2022 03:00,6969,1757,670,6344,2034,1683
1660723200,17-08-2022 04:00,8007,2308,723,4558,1734,1782
1660726800,17-08-2022 05:00,7926,3701,1146,2986,1229,1662
1660730400,17-08-2022 06:00,8060,5438,1899,1964,860,1366
1660734000,17-08-2022 07:00,8373,6977,2807,1384,543,1007
1660737600,17-08-2022 08:00,8034,7984,3420,1075,396,717
1660741200,17-08-2022 09:00,8055,8800,3891,1042,296,552
1660744800,17-08-2022 10:00,7984,9017,4148,1389,290,435
1660748400,17-08-2022 11:00,8537,9489,4384,2302,338,365
1660752000,17-08-2022 12:00,9197,9459,4697,3365,565,357
1660755600,17-08-2022 13:00,9396,9520,4678,4241,857,463
1660759200,17-08-2022 14:00,9376,9230,4767,4851,1034,674
1660762800,17-08-2022 15:00,8296,9080,4640,5126,1155,827
1660766400,17-08-2022 16:00,7686,9100,4538,5199,1272,1015
1660770000,17-08-2022 17:00,5440,9640,4474,5487,1342,1087
1660773600,17-08-2022 18:00,3984,10338,4874,5536,1391,1103
1660777200,17-08-2022 19:00,2710,12075,6001,5729,1347,1164
1660780800,17-08-2022 20:00,1965,12097,6018,5867,1424,1304
1660784400,17-08-2022 21:00,1943,10404,5727,5775,1450,1296
1660788000,17-08-2022 22:00,2426,7208,4328,6001,1428,1315
1660791600,17-08-2022 23:00,3365,4534,3212,6450,1466,1335
1660795200,18-08-2022 00:00,4102,2827,1921,7035,1618,1372
1660798800,18-08-2022 01:00,5389,2009,1216,7559,1712,1379
1660802400,18-08-2022 02:00,6469,1630,842,7630,1875,1499
1660806000,18-08-2022 03:00,6935,1697,697,6385,1939,1603
1660809600,18-08-2022 04:00,7801,2305,773,4371,1667,1695
1660813200,18-08-2022 05:00,7614,3576,1253,2917,1204,1582
1660816800,18-08-2022 06:00,7919,5414,2174,1909,830,1266
1660820400,18-08-2022 07:00,8059,6937,3148,1348,550,975
1660824000,18-08-2022 08:00,8891,7996,3836,1095,406,717
1660827600,18-08-2022 09:00,7766,8600,4332,1025,331,549
1660831200,18-08-2022 10:00,7513,8981,4480,1372,264,427
1660834800,18-08-2022 11:00,8219,9537,4832,2295,373,357
1660838400,18-08-2022 12:00,8934,9428,5183,3310,541,352
1660842000,18-08-2022 13:00,9120,9341,5069,4160,836,439
1660845600,18-08-2022 14:00,8902,9058,5081,4856,992,642
1660849200,18-08-2022 15:00,8124,9082,4909,5046,1226,872
1660852800,18-08-2022 16:00,6815,8931,4789,5222,1278,1016
1660856400,18-08-2022 17:00,5303,9405,4787,5572,1374,1166
1660860000,18-08-2022 18:00,3884,10136,4890,5598,1414,1177
1660863600,18-08-2022 19:00,3853,16781,7719,7984,1980,1772
1660867200,18-08-2022 20:00,2766,16543,7963,7762,1912,1798
1660870800,18-08-2022 21:00,2751,14049,7561,7595,1959,1757
1660874400,18-08-2022 22:00,3212,9544,5520,7794,1956,1758
1660878000,18-08-2022 23:00,3161,4746,3051,6450,1550,1400
1660881600,19-08-2022 00:00,5608,3619,2189,9556,2190,1939
1660885200,19-08-2022 01:00,6769,2500,1398,9804,2371,1971
1660888800,19-08-2022 02:00,7986,2029,974,9685,2563,2109
1660892400,19-08-2022 03:00,8506,2107,832,8042,2504,2189
1660896000,19-08-2022 04:00,9588,2888,935,5743,2210,2304
1660899600,19-08-2022 05:00,9415,4686,1434,3692,1538,2088
1660903200,19-08-2022 06:00,9510,6910,2501,2453,992,1653
1660906800,19-08-2022 07:00,9750,8910,3574,1673,640,1247
1660910400,19-08-2022 08:00,9565,10149,4381,1278,456,892
1660914000,19-08-2022 09:00,9318,10917,4833,1213,354,678
1660917600,19-08-2022 10:00,9335,11016,5048,1771,333,556
1660921200,19-08-2022 11:00,10149,11559,5436,2821,432,463
1660924800,19-08-2022 12:00,10848,11579,5704,4150,693,473
1660928400,19-08-2022 13:00,11396,11465,5733,5284,1009,585
1660932000,19-08-2022 14:00,11119,11286,5652,5938,1286,846
1660935600,19-08-2022 15:00,9640,11294,5428,5991,1437,1050
1660939200,19-08-2022 16:00,8147,11336,5283,6068,1500,1255
1660942800,19-08-2022 17:00,6593,11701,5320,6369,1594,1375
1660946400,19-08-2022 18:00,4913,12671,5517,6398,1642,1394
1660950000,19-08-2022 19:00,3445,14492,6450,6352,1610,1401
1660953600,19-08-2022 20:00,2536,14827,6862,6362,1632,1457
1660957200,19-08-2022 21:00,2325,12828,6584,6270,1665,1560
1660960800,19-08-2022 22:00,2694,9242,5047,6380,1674,1528
1660964400,19-08-2022 23:00,3683,5844,3368,6717,1711,1543
1660968000,20-08-2022 00:00,4696,3708,2137,7529,1854,1591
1660971600,20-08-2022 01:00,5669,2478,1321,8235,2007,1661
1660975200,20-08-2022 02:00,6625,1901,900,8228,2138,1749
1660978800,20-08-2022 03:00,7401,1805,736,7051,2201,1899
1660982400,20-08-2022 04:00,8496,2284,774,5355,1954,2007
1660986000,20-08-2022 05:00,8555,3527,1106,3610,1516,1940
1660989600,20-08-2022 06:00,9177,5429,1957,2437,1024,1590
1660993200,20-08-2022 07:00,9110,7373,2856,1630,684,1236
1660996800,20-08-2022 08:00,8990,8673,3592,1271,469,895
1661000400,20-08-2022 09:00,8928,9548,4127,1097,359,657
1661004000,20-08-2022 10:00,9400,9899,4387,1267,299,539
1661007600,20-08-2022 11:00,9678,10183,4754,2047,335,424
1661011200,20-08-2022 12:00,10304,10376,5248,3266,508,419
1661014800,20-08-2022 13:00,10329,10670,5257,4281,835,478
1661018400,20-08-2022 14:00,10305,10552,5141,5069,1118,719
1661022000,20-08-2022 15:00,9516,10519,5137,5460,1291,959
1661025600,20-08-2022 16:00,7999,10683,5044,5626,1438,1155
1661029200,20-08-2022 17:00,6570,11345,5127,5953,1511,1243
1661032800,20-08-2022 18:00,4855,12638,5319,6224,1569,1312
1661036400,20-08-2022 19:00,3385,14126,5862,6172,1619,1366
1661040000,20-08-2022 20:00,2440,14942,6642,6284,1656,1429
1661043600,20-08-2022 21:00,2217,13109,6841,6407,1694,1481
1661047200,20-08-2022 22:00,2606,9585,5089,6578,1752,1508
1661050800,20-08-2022 23:00,3408,5932,3416,6772,1687,1565
1661054400,21-08-2022 00:00,4613,3951,2233,7514,1830,1599
1661058000,21-08-2022 01:00,5399,2572,1416,8046,1977,1618
1661061600,21-08-2022 02:00,6604,1937,917,8165,2070,1760
1661065200,21-08-2022 03:00,7182,1904,745,7336,2208,1948
1661068800,21-08-2022 04:00,8233,2197,715,5488,1997,1919
1661072400,21-08-2022 05:00,8547,3341,1040,3920,1543,1908
1661076000,21-08-2022 06:00,9057,5203,1808,2637,1137,1615
1661079600,21-08-2022 07:00,9374,7327,2865,1878,764,1248
1661083200,21-08-2022 08:00,9073,8985,3721,1260,511,943
1661086800,21-08-2022 09:00,8894,9930,4257,1075,360,705
1661090400,21-08-2022 10:00,9334,10469,4627,1235,305,515
1661094000,21-08-2022 11:00,10025,10717,4958,1847,318,394
1661097600,21-08-2022 12:00,10602,11019,5387,2935,462,375
1661101200,21-08-2022 13:00,11631,11105,5479,4139,756,450
1661104800,21-08-2022 14:00,10818,11181,5601,5168,1057,643
1661108400,21-08-2022 15:00,9835,11371,5400,5677,1277,915
1661112000,21-08-2022 16:00,7749,11108,5424,5937,1466,1161
1661115600,21-08-2022 17:00,6166,11719,5553,6469,1566,1305
1661119200,21-08-2022 18:00,4459,12724,5616,6670,1635,1346
1661122800,21-08-2022 19:00,3024,14303,6354,6863,1713,1397
1661126400,21-08-2022 20:00,2201,13956,6705,6899,1711,1448
1661130000,21-08-2022 21:00,2031,11623,6308,7145,1725,1513
1661133600,21-08-2022 22:00,2509,7732,4634,7217,1823,1553
1661137200,21-08-2022 23:00,3370,4818,2924,7423,1852,1545
1661140800,22-08-2022 00:00,4229,2955,1817,8095,1933,1592
1661144400,22-08-2022 01:00,5497,2056,1160,8698,2109,1704
1661148000,22-08-2022 02:00,6892,1698,802,8227,2248,1779
1661151600,22-08-2022 03:00,7486,1784,676,7192,2246,1879
1661155200,22-08-2022 04:00,8447,2417,793,5170,1961,2009
1661158800,22-08-2022 05:00,8373,3772,1212,3419,1486,1931
1661162400,22-08-2022 06:00,8685,5609,1991,2186,970,1531
1661166000,22-08-2022 07:00,8821,7329,2906,1486,611,1108
1661169600,22-08-2022 08:00,8911,8519,3589,1182,443,813
1661173200,22-08-2022 09:00,8657,9441,4177,1146,326,679
1661176800,22-08-2022 10:00,8795,9838,4459,1491,319,476
1661180400,22-08-2022 11:00,9305,10327,4748,2580,408,383
1661184000,22-08-2022 12:00,10231,10266,5055,3809,612,384
1661187600,22-08-2022 13:00,10670,10384,5020,4721,921,491
1661191200,22-08-2022 14:00,10335,10130,5025,5343,1161,728
1661194800,22-08-2022 15:00,9060,9918,4935,5655,1303,915
1661198400,22-08-2022 16:00,7822,9956,4791,5766,1397,1109
1661202000,22-08-2022 17:00,5883,10384,4873,6146,1479,1215
1661205600,22-08-2022 18:00,4004,11549,4963,6190,1574,1261
1661209200,22-08-2022 19:00,2780,13008,5778,6326,1551,1315
1661212800,22-08-2022 20:00,2142,13342,6474,6349,1600,1391
1661216400,22-08-2022 21:00,2107,10695,5859,6373,1583,1436
1661220000,22-08-2022 22:00,2524,7320,4369,6536,1597,1430
1661223600,22-08-2022 23:00,3517,4483,2828,6979,1607,1472
1661227200,23-08-2022 00:00,4368,2813,1795,7667,1719,1427
1661230800,23-08-2022 01:00,5653,1982,1113,8437,1933,1502
1661234400,23-08-2022 02:00,6831,1691,786,8289,2181,1662
1661238000,23-08-2022 03:00,7551,1783,665,6771,2190,1787
1661241600,23-08-2022 04:00,8849,2410,760,4581,1835,1883
1661245200,23-08-2022 05:00,8411,3890,1209,3080,1300,1766
1661248800,23-08-2022 06:00,8710,5731,2031,1948,857,1432
1661252400,23-08-2022 07:00,8872,7465,3007,1401,545,1020
1661256000,23-08-2022 08:00,8788,8502,3632,1138,380,754
1661259600,23-08-2022 09:00,8452,9239,4222,1105,304,602
1661263200,23-08-2022 10:00,8599,9507,4389,1480,277,445
1661266800,23-08-2022 11:00,9254,10038,4611,2460,379,364
1661270400,23-08-2022 12:00,10176,10019,4966,3693,596,395
1661274000,23-08-2022 13:00,10281,9993,4961,4673,949,478
1661277600,23-08-2022 14:00,10322,9718,5056,5159,1114,714
1661281200,23-08-2022 15:00,9191,9590,4864,5450,1337,890
1661284800,23-08-2022 16:00,12440,9638,4776,5596,1425,1083
1661288400,23-08-2022 17:00,5803,10018,4761,5817,1469,1164
1661292000,23-08-2022 18:00,4179,10970,4869,5830,1535,1207
1661295600,23-08-2022 19:00,2864,12610,5650,6140,1539,1224
1661299200,23-08-2022 20:00,2068,13451,6872,6147,1558,1361
1661302800,23-08-2022 21:00,1991,10823,6293,6130,1584,1369
1661306400,23-08-2022 22:00,2510,7212,4575,6343,1596,1410
1661310000,23-08-2022 23:00,3537,4506,2792,6781,1649,1404
1661313600,24-08-2022 00:00,4270,2823,1753,7630,1744,1429
1661317200,24-08-2022 01:00,5598,1989,1138,8395,1964,1469
1661320800,24-08-2022 02:00,6774,1638,812,8051,2138,1643
1661324400,24-08-2022 03:00,7327,1751,634,6750,2186,1732
1661328000,24-08-2022 04:00,8117,2433,753,4705,1813,1879
1661331600,24-08-2022 05:00,7953,3781,1233,3032,1288,1732
1661335200,24-08-2022 06:00,8482,5531,2056,1928,852,1373
1661338800,24-08-2022 07:00,8636,7256,2886,1374,551,1001
1661342400,24-08-2022 08:00,8472,8361,3629,1074,390,773
1661346000,24-08-2022 09:00,8285,8922,4586,1089,303,557
1661349600,24-08-2022 10:00,8746,9401,4768,1471,297,427
1661353200,24-08-2022 11:00,9296,9651,5060,2502,366,373
1661356800,24-08-2022 12:00,9804,9731,5478,3514,602,374
1661360400,24-08-2022 13:00,10451,10023,5404,4708,925,496
1661364000,24-08-2022 14:00,10051,9688,5056,5139,1160,703
1661367600,24-08-2022 15:00,8898,9401,4893,5308,1349,898
1661371200,24-08-2022 16:00,7740,9358,4718,5707,1403,1057
1661374800,24-08-2022 17:00,6090,9787,4685,5769,1475,1160
1661378400,24-08-2022 18:00,4189,10682,4867,5776,1535,1196
1661382000,24-08-2022 19:00,2947,11863,5547,6013,1516,1261
1661385600,24-08-2022 20:00,2056,12070,6196,6025,1564,1322
1661389200,24-08-2022 21:00,1938,10535,5877,5998,1549,1389
1661392800,24-08-2022 22:00,2411,7110,4438,6136,1601,1356
1661396400,24-08-2022 23:00,3385,4331,2760,6578,1616,1364
1661400000,25-08-2022 00:00,4180,2748,1719,7166,1797,1414
1661403600,25-08-2022 01:00,5566,1940,1103,8051,1907,1468
1661407200,25-08-2022 02:00,6542,1594,769,7745,2084,1576
1661410800,25-08-2022 03:00,7240,1713,643,6394,2143,1667
1661414400,25-08-2022 04:00,7855,2381,762,4553,1750,1872
1661418000,25-08-2022 05:00,7963,3709,1251,3031,1278,1662
1661421600,25-08-2022 06:00,8286,5473,2086,1983,861,1321
1661425200,25-08-2022 07:00,8446,7145,2936,1331,556,977
1661428800,25-08-2022 08:00,8129,8210,3592,1090,359,712
1661432400,25-08-2022 09:00,8049,8781,4027,1084,305,538
1661436000,25-08-2022 10:00,8268,9305,4761,1434,288,439
1661439600,25-08-2022 11:00,8974,9591,4970,2400,381,363
1661443200,25-08-2022 12:00,9609,9706,5352,3507,582,374
1661446800,25-08-2022 13:00,14557,13705,7011,6532,1317,741
1661450400,25-08-2022 14:00,13270,12615,6517,6734,1608,980
1661454000,25-08-2022 15:00,11497,12182,6323,7051,1755,1274
1661457600,25-08-2022 16:00,12243,12073,6018,7150,1800,1456
1661461200,25-08-2022 17:00,7347,12636,6053,7404,1963,1539
1661464800,25-08-2022 18:00,5294,13642,6268,7483,1955,1634
1661468400,25-08-2022 19:00,3515,15494,7196,7444,1924,1607
1661472000,25-08-2022 20:00,2543,15805,7922,7278,1921,1704
1661475600,25-08-2022 21:00,2587,12896,7332,7354,1961,1756
1661479200,25-08-2022 22:00,3307,9007,5500,7540,1934,1725
1661482800,25-08-2022 23:00,4456,5436,3432,8115,2057,1688
1661486400,26-08-2022 00:00,5456,3358,2086,8685,2126,1758
1661490000,26-08-2022 01:00,6701,2321,1315,9808,2316,1839
1661493600,26-08-2022 02:00,7957,1901,931,9652,2535,1990
1661497200,26-08-2022 03:00,8781,1998,771,7754,2563,2141
1661500800,26-08-2022 04:00,9565,2704,904,5533,1986,2433
1661504400,26-08-2022 05:00,9198,4505,1508,3548,1383,2160
1661508000,26-08-2022 06:00,9694,6605,2516,2285,935,1767
1661511600,26-08-2022 07:00,9647,8737,3561,1617,583,1243
1661515200,26-08-2022 08:00,9306,9650,4253,1286,405,898
1661518800,26-08-2022 09:00,9256,10237,4650,1226,304,683
1661522400,26-08-2022 10:00,9320,10553,4899,1659,313,542
1661526000,26-08-2022 11:00,10280,11120,5266,2852,424,442
1661529600,26-08-2022 12:00,10762,11057,5694,4129,675,425
1661533200,26-08-2022 13:00,11102,10928,5505,5048,955,590
1661536800,26-08-2022 14:00,11041,10964,5622,5718,1323,826
1661540400,26-08-2022 15:00,9825,10786,5483,6126,1486,1107
1661544000,26-08-2022 16:00,8111,10774,5266,6156,1557,1348
1661547600,26-08-2022 17:00,6827,11388,5156,6428,1619,1449
1661551200,26-08-2022 18:00,4781,12467,5437,6564,1621,1537
1661554800,26-08-2022 19:00,3271,13936,6380,6551,1592,1515
1661558400,26-08-2022 20:00,2412,14083,6729,6328,1624,1593
1661562000,26-08-2022 21:00,2308,12435,6545,6439,1659,1635
1661565600,26-08-2022 22:00,2697,8888,4950,6707,1624,1608
1661569200,26-08-2022 23:00,3630,5608,3379,6887,1634,1660
1661572800,27-08-2022 00:00,4564,3528,2099,7755,1778,1656
1661576400,27-08-2022 01:00,5911,2280,1379,8386,1922,1727
1661580000,27-08-2022 02:00,6632,1848,912,8450,2141,1891
1661583600,27-08-2022 03:00,7402,1833,726,7226,2182,2019
1661587200,27-08-2022 04:00,8356,2284,759,5469,1936,2245
1661590800,27-08-2022 05:00,8730,3488,1158,3746,1408,2079
1661594400,27-08-2022 06:00,8938,5331,2005,2501,944,1645
1661598000,27-08-2022 07:00,9531,7267,2975,1695,656,1236
1661601600,27-08-2022 08:00,8995,8580,3681,1245,417,932
1661605200,27-08-2022 09:00,8900,9356,4209,1155,319,681
1661608800,27-08-2022 10:00,10095,9813,4496,1300,293,518
1661612400,27-08-2022 11:00,10212,9990,4744,2077,330,414
1661616000,27-08-2022 12:00,10279,10307,5280,3236,517,414
1661619600,27-08-2022 13:00,10749,10221,5233,4255,821,495
1661623200,27-08-2022 14:00,10760,10278,5182,5011,1098,751
1661626800,27-08-2022 15:00,10443,10412,5196,5464,1291,1003
1661630400,27-08-2022 16:00,8860,10499,5143,5694,1412,1165
1661634000,27-08-2022 17:00,6693,10944,4947,5965,1530,1338
1661637600,27-08-2022 18:00,4900,12272,5199,6197,1591,1389
1661641200,27-08-2022 19:00,3479,13792,5818,6227,1554,1439
1661644800,27-08-2022 20:00,2458,13943,6569,6351,1608,1500
1661648400,27-08-2022 21:00,2143,12254,6457,6497,1668,1611
1661652000,27-08-2022 22:00,2497,8973,5048,6756,1726,1600
1661655600,27-08-2022 23:00,3548,5671,3344,6939,1749,1624
1661659200,28-08-2022 00:00,5168,3482,2225,7417,1814,1717
1661662800,28-08-2022 01:00,5713,2378,1419,8293,1958,1731
1661666400,28-08-2022 02:00,6637,1835,956,8458,2114,1888
