timestamp,datetime,ap-southeast-2,eu-central-1,eu-west-3,us-east-1,us-east-2,us-west-1
1661670000,28-08-2022 03:00,7351,1713,696,7232,2203,1961
1661673600,28-08-2022 04:00,8356,2099,718,5688,1957,2207
1661677200,28-08-2022 05:00,9004,3240,1004,3947,1471,2005
1661680800,28-08-2022 06:00,9418,5107,1842,2584,1035,1725
1661684400,28-08-2022 07:00,9577,7197,2883,1740,694,1298
1661688000,28-08-2022 08:00,9142,8785,3680,1276,518,965
1661691600,28-08-2022 09:00,9059,9777,4342,1069,343,702
1661695200,28-08-2022 10:00,9335,10269,4712,1190,318,526
1661698800,28-08-2022 11:00,10837,10694,4927,1881,324,410
1661702400,28-08-2022 12:00,11310,11052,5464,3058,479,390
1661706000,28-08-2022 13:00,11005,10741,5643,4230,746,480
1661709600,28-08-2022 14:00,10602,10779,5452,5159,1072,697
1661713200,28-08-2022 15:00,9678,10904,5700,5660,1301,978
1661716800,28-08-2022 16:00,7499,11250,5537,5982,1444,1202
1661720400,28-08-2022 17:00,5827,11528,5406,6353,1571,1308
1661724000,28-08-2022 18:00,4050,12551,5654,6657,1651,1404
1661727600,28-08-2022 19:00,3197,13871,6299,6746,1671,1451
1661731200,28-08-2022 20:00,2149,13932,6770,6817,1710,1532
1661734800,28-08-2022 21:00,2012,11353,6528,6979,1779,1592
1661738400,28-08-2022 22:00,2486,7545,4497,7390,1818,1638
1661742000,28-08-2022 23:00,3303,4762,2932,7614,1848,1706
1661745600,29-08-2022 00:00,4253,3013,1805,8150,1941,1726
1661749200,29-08-2022 01:00,5620,2113,1143,9283,2059,1757
1661752800,29-08-2022 02:00,6948,1711,775,9054,2340,1890
1661756400,29-08-2022 03:00,7546,1792,668,7207,2282,2045
1661760000,29-08-2022 04:00,8631,2381,739,5073,1889,2122
1661763600,29-08-2022 05:00,8374,3810,1256,3331,1295,1974
1661767200,29-08-2022 06:00,8710,5626,2008,2072,859,1560
1661770800,29-08-2022 07:00,8825,7399,2912,1467,544,1119
1661774400,29-08-2022 08:00,8628,8584,3596,1098,372,845
1661778000,29-08-2022 09:00,8339,9449,4141,1091,304,619
1661781600,29-08-2022 10:00,8567,9732,4490,1496,288,477
1661785200,29-08-2022 11:00,9576,10391,4764,2548,407,439
1661788800,29-08-2022 12:00,10061,10346,4954,3781,618,406
1661792400,29-08-2022 13:00,10525,10246,5095,4655,925,498
1661796000,29-08-2022 14:00,10379,10085,5087,5459,1193,708
1661799600,29-08-2022 15:00,9029,10012,5072,5777,1327,966
1661803200,29-08-2022 16:00,7291,9873,4917,5786,1370,1160
1661806800,29-08-2022 17:00,5785,10581,4808,6216,1519,1258
1661810400,29-08-2022 18:00,4071,11632,5094,6397,1561,1313
1661814000,29-08-2022 19:00,2824,14338,6192,6318,1566,1398
1661817600,29-08-2022 20:00,2027,13488,6705,6455,1563,1469
1661821200,29-08-2022 21:00,1978,10719,6061,6506,1620,1467
1661824800,29-08-2022 22:00,2543,7220,4629,6516,1636,1516
1661828400,29-08-2022 23:00,3606,4363,2785,7152,1737,1533
1661832000,30-08-2022 00:00,4537,2743,1775,8045,1956,1595
1661835600,30-08-2022 01:00,5682,1882,1145,8715,2076,1654
1661839200,30-08-2022 02:00,6862,1595,772,8331,2247,1814
1661842800,30-08-2022 03:00,7567,1646,680,6680,2213,1884
1661846400,30-08-2022 04:00,8227,2388,775,4618,1867,2003
1661850000,30-08-2022 05:00,8070,3801,1351,3036,1259,1839
1661853600,30-08-2022 06:00,8670,5713,2139,1939,796,1437
1661857200,30-08-2022 07:00,8656,7472,3053,1386,512,1030
1661860800,30-08-2022 08:00,8558,8399,3778,1070,350,783
1661864400,30-08-2022 09:00,8195,9094,4216,1091,285,586
1661868000,30-08-2022 10:00,8237,9418,4483,1526,282,439
1661871600,30-08-2022 11:00,9146,9850,4767,2506,373,385
1661875200,30-08-2022 12:00,9610,9879,4905,3680,606,383
1661878800,30-08-2022 13:00,9767,9868,4969,4700,931,497
1661882400,30-08-2022 14:00,9858,9589,5071,5239,1170,716
1661886000,30-08-2022 15:00,8482,9492,4931,5485,1325,920
1661889600,30-08-2022 16:00,7037,9371,4786,5672,1428,1108
1661893200,30-08-2022 17:00,5373,10137,4759,6215,1480,1219
1661896800,30-08-2022 18:00,4000,10960,4978,6166,1537,1271
1661900400,30-08-2022 19:00,2838,12607,5648,6293,1582,1344
1661904000,30-08-2022 20:00,2006,12702,6462,6166,1641,1395
1661907600,30-08-2022 21:00,2051,11996,6365,6551,1715,1515
1661911200,30-08-2022 22:00,2558,7129,4234,6479,1729,1448
1661914800,30-08-2022 23:00,3621,4428,2789,7083,1785,1490
1661918400,31-08-2022 00:00,4334,2696,1735,7949,1918,1506
1661922000,31-08-2022 01:00,5600,1891,1138,8722,2093,1656
1661925600,31-08-2022 02:00,6673,1617,772,8108,2238,1724
1661929200,31-08-2022 03:00,7279,1733,675,6732,2316,1828
1661932800,31-08-2022 04:00,7992,2484,791,4683,1856,1999
1661936400,31-08-2022 05:00,7854,3991,1345,2948,1277,1822
1661940000,31-08-2022 06:00,8293,5883,2210,1900,819,1377
1661943600,31-08-2022 07:00,8515,7462,3053,1363,503,1032
1661947200,31-08-2022 08:00,8302,8443,3731,1086,343,763
1661950800,31-08-2022 09:00,7910,9064,4094,1082,268,556
1661954400,31-08-2022 10:00,8080,9431,4289,1472,259,423
1661958000,31-08-2022 11:00,8606,9670,4613,2495,381,358
1661961600,31-08-2022 12:00,9405,9697,4869,3603,582,375
1661965200,31-08-2022 13:00,9794,9604,4944,4521,916,498
1661968800,31-08-2022 14:00,9870,9372,4863,5155,1184,710
1661972400,31-08-2022 15:00,8450,9267,4815,5393,1374,911
1661976000,31-08-2022 16:00,6947,9212,4565,5342,1388,1084
1661979600,31-08-2022 17:00,5448,10084,4718,5894,1524,1250
1661983200,31-08-2022 18:00,3949,11077,5058,5921,1508,1275
1661986800,31-08-2022 19:00,2766,12423,6925,6014,1559,1312
1661990400,31-08-2022 20:00,2049,12521,7024,6090,1610,1369
1661994000,31-08-2022 21:00,1959,9799,6485,6065,1602,1418
1661997600,31-08-2022 22:00,2444,6810,4569,6206,1677,1470
1662001200,31-08-2022 23:00,3349,4130,2937,6616,1741,1386
1662004800,1/9/22 0:00,4304,2621,1778,7451,1891,1488
1662008400,1/9/22 1:00,5572,1802,1146,8373,2070,1560
1662012000,1/9/22 2:00,6453,1570,827,8399,2343,1750
1662015600,1/9/22 3:00,7063,1676,703,6540,2216,1865
1662019200,1/9/22 4:00,7880,2416,828,4623,1827,2007
1662022800,1/9/22 5:00,7733,3739,1403,3003,1280,1784
1662026400,1/9/22 6:00,8115,5518,2304,1985,821,1434
1662030000,1/9/22 7:00,8243,7264,3067,1333,512,1049
1662033600,1/9/22 8:00,8012,8122,3788,1118,354,755
1662037200,1/9/22 9:00,7878,8874,4158,1072,272,563
1662040800,1/9/22 10:00,8205,9107,4313,1483,254,463
1662044400,1/9/22 11:00,8628,9486,4656,2502,391,377
1662048000,1/9/22 12:00,10202,9606,4924,3542,636,381
1662051600,1/9/22 13:00,10149,9526,5007,4478,946,524
1662055200,1/9/22 14:00,9853,9370,4991,5087,1170,719
1662058800,1/9/22 15:00,8229,9203,4845,5309,1339,931
1662062400,1/9/22 16:00,7134,9337,4781,5402,1403,1096
1662066000,1/9/22 17:00,5282,9876,4799,5744,1433,1195
1662069600,1/9/22 18:00,3927,10734,4862,5731,1517,1232
1662073200,1/9/22 19:00,3919,17380,8024,8240,2111,1836
1662076800,1/9/22 20:00,2779,16601,8140,7926,2063,1895
1662080400,1/9/22 21:00,2753,13323,7321,7698,2055,1876
1662084000,1/9/22 22:00,3369,8699,5151,7823,2150,1822
1662087600,1/9/22 23:00,4537,5177,3206,8305,2161,1859
1662091200,2/9/22 0:00,6022,3120,1963,9165,2340,1857
1662094800,2/9/22 1:00,7001,2231,1295,10138,2522,2018
1662098400,2/9/22 2:00,8182,1944,924,9849,2753,2131
1662102000,2/9/22 3:00,9064,2154,793,8072,2753,2234
1662105600,2/9/22 4:00,9562,3060,987,5640,2192,2458
1662109200,2/9/22 5:00,9354,4929,1708,3692,1493,2206
1662112800,2/9/22 6:00,9947,7334,2729,2320,980,1715
1662116400,2/9/22 7:00,9621,9339,3629,1615,596,1265
1662120000,2/9/22 8:00,9350,10257,4223,1283,419,936
1662123600,2/9/22 9:00,9207,10802,4659,1292,321,686
1662127200,2/9/22 10:00,9875,10984,4752,1707,332,524
1662130800,2/9/22 11:00,10544,11338,5244,2842,427,443
1662134400,2/9/22 12:00,11087,11298,5460,4123,720,461
1662138000,2/9/22 13:00,11909,11210,5384,5269,1123,593
1662141600,2/9/22 14:00,11836,11009,5579,5771,1371,856
1662145200,2/9/22 15:00,9783,11037,5300,6008,1568,1110
1662148800,2/9/22 16:00,8472,11101,5275,6142,1628,1322
1662152400,2/9/22 17:00,6653,11614,5217,6357,1649,1378
1662156000,2/9/22 18:00,4764,12814,5428,6398,1690,1438
1662159600,2/9/22 19:00,3310,14304,6706,6391,1648,1456
1662163200,2/9/22 20:00,2475,14593,7055,6403,1679,1583
1662166800,2/9/22 21:00,2347,12222,6737,6506,1696,1612
1662170400,2/9/22 22:00,2739,8522,4935,6680,1719,1660
1662174000,2/9/22 23:00,3716,5302,3248,6965,1794,1657
1662177600,3/9/22 0:00,4750,3297,2048,7909,1894,1677
1662181200,3/9/22 1:00,5770,2218,1325,8881,2039,1806
1662184800,3/9/22 2:00,6956,1856,928,8822,2272,1973
1662188400,3/9/22 3:00,7700,1830,757,7674,2294,2124
1662192000,3/9/22 4:00,8410,2345,802,5525,1921,2196
1662195600,3/9/22 5:00,8844,3647,1203,3685,1481,2059
1662199200,3/9/22 6:00,9113,5642,2120,2463,967,1668
1662202800,3/9/22 7:00,9107,7736,3206,1661,621,1267
1662206400,3/9/22 8:00,8935,8997,3833,1260,423,940
1662210000,3/9/22 9:00,9063,9733,4287,1133,321,698
1662213600,3/9/22 10:00,9143,10108,4641,1317,285,534
1662217200,3/9/22 11:00,9670,10458,4847,2134,344,405
1662220800,3/9/22 12:00,10205,10688,5415,3307,506,451
1662224400,3/9/22 13:00,10575,10488,5361,4457,841,500
1662228000,3/9/22 14:00,10426,10344,5364,5290,1122,772
1662231600,3/9/22 15:00,9675,10697,5201,5738,1438,1069
1662235200,3/9/22 16:00,8118,10992,5317,6001,1481,1263
1662238800,3/9/22 17:00,6516,11811,5507,6467,1604,1386
1662242400,3/9/22 18:00,4980,12981,5398,6410,1637,1449
1662246000,3/9/22 19:00,3438,14671,6243,6494,1741,1500
1662249600,3/9/22 20:00,2456,14702,6724,6706,1769,1576
1662253200,3/9/22 21:00,2179,12663,6474,6947,1828,1730
1662256800,3/9/22 22:00,2596,9073,5095,6745,1767,1675
1662260400,3/9/22 23:00,3478,5631,3385,7275,1839,1709
1662264000,4/9/22 0:00,4538,3489,2107,7695,1956,1708
1662267600,4/9/22 1:00,5705,2323,1344,8467,2059,1792
1662271200,4/9/22 2:00,6604,1755,898,8685,2315,1904
1662274800,4/9/22 3:00,7408,1727,703,7639,2287,1999
1662278400,4/9/22 4:00,8378,2140,720,5595,1991,2271
1662282000,4/9/22 5:00,8583,3296,1029,3906,1516,2018
1662285600,4/9/22 6:00,9094,5314,1826,2645,1015,1728
1662289200,4/9/22 7:00,9320,7409,2905,1746,700,1298
1662292800,4/9/22 8:00,9111,9151,3794,1292,459,938
1662296400,4/9/22 9:00,9864,10074,4475,1080,338,735
1662300000,4/9/22 10:00,9416,10502,4804,1206,273,521
1662303600,4/9/22 11:00,10015,10994,5074,1914,288,428
1662307200,4/9/22 12:00,11199,11263,5619,3077,452,386
1662310800,4/9/22 13:00,11420,11084,5691,4334,769,454
1662314400,4/9/22 14:00,10966,10899,5522,5204,1081,674
1662318000,4/9/22 15:00,9545,12582,5932,6131,1382,1015
1662321600,4/9/22 16:00,7552,11698,5638,6180,1452,1215
1662325200,4/9/22 17:00,5718,11962,5439,6419,1602,1362
1662328800,4/9/22 18:00,4563,13437,5755,6654,1720,1467
1662332400,4/9/22 19:00,3066,14293,6925,6858,1803,1487
1662336000,4/9/22 20:00,2128,13783,7248,6977,1809,1608
1662339600,4/9/22 21:00,2069,10821,6303,7117,1886,1617
1662343200,4/9/22 22:00,2682,7109,4518,7290,1982,1677
1662346800,4/9/22 23:00,3760,4259,2701,7648,1962,1673
1662350400,5/9/22 0:00,4425,2654,1658,8481,2132,1765
1662354000,5/9/22 1:00,5769,1911,1094,9106,2203,1809
1662357600,5/9/22 2:00,7311,1616,780,8701,2422,1950
1662361200,5/9/22 3:00,7956,1904,681,7521,2424,2046
1662364800,5/9/22 4:00,8785,2705,826,5541,2039,2191
1662368400,5/9/22 5:00,8722,4196,1393,3837,1542,2019
1662372000,5/9/22 6:00,8945,6283,2214,2523,1026,1668
1662375600,5/9/22 7:00,8907,8090,3024,1714,656,1299
1662379200,5/9/22 8:00,8749,9185,3730,1281,433,952
1662382800,5/9/22 9:00,8578,9652,4172,1178,319,704
1662386400,5/9/22 10:00,8689,9948,4369,1417,272,535
1662390000,5/9/22 11:00,9552,10621,4610,2332,343,439
1662393600,5/9/22 12:00,10166,11157,5004,3732,552,437
1662397200,5/9/22 13:00,10853,10791,5080,4882,890,475
1662400800,5/9/22 14:00,10249,10735,5024,5741,1215,702
1662404400,5/9/22 15:00,8856,10639,5006,6304,1455,1036
1662408000,5/9/22 16:00,7140,10672,4941,6394,1568,1231
1662411600,5/9/22 17:00,5677,11423,4999,6692,1673,1402
1662415200,5/9/22 18:00,3982,12213,5139,7004,1691,1521
1662418800,5/9/22 19:00,2782,13513,5986,7094,1778,1601
1662422400,5/9/22 20:00,2083,12818,6405,7137,1788,1599
1662426000,5/9/22 21:00,2047,10147,5898,7243,1893,1681
1662429600,5/9/22 22:00,2602,6622,4188,7679,2025,1734
1662433200,5/9/22 23:00,3565,3889,2520,7763,2034,1694
1662436800,6/9/22 0:00,4491,2502,1548,8783,2165,1808
1662440400,6/9/22 1:00,5850,1714,1009,9346,2269,1845
1662444000,6/9/22 2:00,6984,1571,736,8546,2458,1937
1662447600,6/9/22 3:00,7662,1905,625,6978,2368,2025
1662451200,6/9/22 4:00,8348,2749,782,4938,1885,2105
1662454800,6/9/22 5:00,8330,4329,1399,3167,1320,1926
1662458400,6/9/22 6:00,8729,6454,2186,2046,855,1496
1662462000,6/9/22 7:00,8690,8269,3013,1481,530,1096
1662465600,6/9/22 8:00,8473,9127,3686,1214,398,824
1662469200,6/9/22 9:00,8311,9616,4127,1177,811,3.7
1662472800,6/9/22 10:00,8581,9990,4304,1576,679,1.8
1662476400,6/9/22 11:00,9103,10317,4571,2590,723,1.17
1662480000,6/9/22 12:00,9988,10734,4851,3743,995,0.767
1662483600,6/9/22 13:00,10466,10552,4913,4725,956,514
1662487200,6/9/22 14:00,10665,10466,4932,5438,1235,725
1662490800,6/9/22 15:00,8997,10537,4906,5696,1406,934
1662494400,6/9/22 16:00,7205,10809,4823,5891,1502,1124
1662498000,6/9/22 17:00,5474,11363,4767,6260,1544,1212
1662501600,6/9/22 18:00,4313,12422,5030,6481,1664,1319
1662505200,6/9/22 19:00,2876,13865,6078,6375,1600,1354
1662508800,6/9/22 20:00,2109,13328,7886,6376,1652,1451
1662512400,6/9/22 21:00,2079,10722,6176,6369,1747,1504
1662516000,6/9/22 22:00,2577,6632,4064,6443,1727,1451
1662519600,6/9/22 23:00,3509,4056,2454,6850,1788,1496
1662523200,7/9/22 0:00,4538,2413,1537,7863,1973,1569
1662526800,7/9/22 1:00,5885,1770,1014,8854,2163,1593
1662530400,7/9/22 2:00,6938,1614,753,8133,2333,1738
1662534000,7/9/22 3:00,7528,1876,626,6904,2263,1926
1662537600,7/9/22 4:00,7920,2709,781,4874,1835,1989
1662541200,7/9/22 5:00,8111,4366,1366,3079,1240,1743
1662544800,7/9/22 6:00,8501,6586,2263,1974,792,1457
1662548400,7/9/22 7:00,8485,8314,3102,1416,491,1037
1662552000,7/9/22 8:00,317,9035,5628,1110,314,6675
1662555600,7/9/22 9:00,21.6,9813,6153,1095,259,6529
1662559200,7/9/22 10:00,6541,10027,4838,1498,263,1732
1662562800,7/9/22 11:00,9398,10373,4620,2404,367,376
1662566400,7/9/22 12:00,9915,10384,4944,3533,603,385
1662570000,7/9/22 13:00,10311,10468,5113,4632,923,518
1662573600,7/9/22 14:00,10197,10353,5009,5271,1207,722
1662577200,7/9/22 15:00,8781,10460,4923,5593,1328,935
1662580800,7/9/22 16:00,7126,10634,4822,5756,1444,1139
1662584400,7/9/22 17:00,5464,11211,4831,5998,1478,1232
1662588000,7/9/22 18:00,3989,12082,4929,6096,1543,1284
1662591600,7/9/22 19:00,2731,13398,6112,6113,1548,1310
1662595200,7/9/22 20:00,2063,12721,6892,6266,1620,1391
1662598800,7/9/22 21:00,1953,9912,5661,6369,1703,1449
1662602400,7/9/22 22:00,2413,6368,3951,6385,1678,1417
1662606000,7/9/22 23:00,3338,3790,2474,6742,1774,1464
1662609600,8/9/22 0:00,4289,2409,1506,7670,1903,1507
1662613200,8/9/22 1:00,5780,1710,995,8367,2122,1554
1662616800,8/9/22 2:00,6774,1580,741,8396,2289,1720
1662620400,8/9/22 3:00,7495,1899,654,6662,2207,1857
1662624000,8/9/22 4:00,8064,2701,809,4706,1828,1926
1662627600,8/9/22 5:00,8053,4309,1384,3072,1269,1807
1662631200,8/9/22 6:00,8414,6451,2240,1955,783,1398
1662634800,8/9/22 7:00,8508,8276,3079,1365,499,1069
1662638400,8/9/22 8:00,8003,137,12625,1102,359,743
1662642000,8/9/22 9:00,7991,22,13713,1062,277,576
1662645600,8/9/22 10:00,8234,18,13986,1522,262,452
1662649200,8/9/22 11:00,8839,10152,4550,2494,373,386
1662652800,8/9/22 12:00,9255,10634,4863,3717,625,392
1662656400,8/9/22 13:00,10384,10856,5099,5131,1025,559
1662660000,8/9/22 14:00,10180,12064,5338,5684,1276,803
1662663600,8/9/22 15:00,8579,11338,5267,6054,1491,1048
1662667200,8/9/22 16:00,7161,11848,5435,6243,1607,1245
1662670800,8/9/22 17:00,7000,12321,5445,6675,1671,1367
1662674400,8/9/22 18:00,6150,25898,11259,13756,3647,2622
1662678000,8/9/22 19:00,3730,19759,9408,9321,2565,2003
1662681600,8/9/22 20:00,3652,24084,12524,11455,2993,2661
1662685200,8/9/22 21:00,2540,13176,7922,7831,2237,1844
1662688800,8/9/22 22:00,4533,11559,7120,11012,2902,2396
1662692400,8/9/22 23:00,5804,6506,4105,10851,2908,2380
1662696000,9/9/22 0:00,7122,3901,2427,11744,3129,2370
1662699600,9/9/22 1:00,8197,2733,1532,13073,3223,2515
1662703200,9/9/22 2:00,9401,2492,1086,11966,3345,2649
1662706800,9/9/22 3:00,10238,2926,996,9898,3316,2784
1662710400,9/9/22 4:00,10985,4397,1305,6786,2599,2793
1662714000,9/9/22 5:00,10498,7111,2423,4268,1738,2507
1662717600,9/9/22 6:00,10884,10491,3899,2714,1082,1959
1662721200,9/9/22 7:00,10528,12822,5098,1813,672,1405
1662724800,9/9/22 8:00,10204,13318,5669,1454,477,1021
1662728400,9/9/22 9:00,10193,13832,6056,1447,338,767
1662732000,9/9/22 10:00,10147,14083,6050,2102,346,576
1662735600,9/9/22 11:00,10973,14037,6673,3547,524,517
1662739200,9/9/22 12:00,11411,13938,6874,5050,879,515
1662742800,9/9/22 13:00,12468,13455,6638,6317,1303,688
1662746400,9/9/22 14:00,12622,13187,6521,6896,1656,1004
1662750000,9/9/22 15:00,10387,13016,6287,7045,1753,1280
1662753600,9/9/22 16:00,8559,13189,6297,7044,1878,1470
1662757200,9/9/22 17:00,7015,13997,6126,7472,1936,1602
1662760800,9/9/22 18:00,5141,15539,6603,7737,1918,1665
1662764400,9/9/22 19:00,3577,16437,7672,7213,1990,1663
1662768000,9/9/22 20:00,2559,16048,8142,7267,1869,1750
1662771600,9/9/22 21:00,2441,13373,7336,7054,1880,1813
1662775200,9/9/22 22:00,2956,9301,5448,7304,1900,1759
1662778800,9/9/22 23:00,4002,6037,3454,7574,1989,1743
1662782400,10/9/22 0:00,4867,3601,2172,8454,2090,1801
1662786000,10/9/22 1:00,6021,2350,1394,9466,2176,1937
1662789600,10/9/22 2:00,6894,1938,925,9381,2425,2011
1662793200,10/9/22 3:00,7730,1974,782,7895,2452,2244
1662796800,10/9/22 4:00,8665,2551,885,6131,2126,2396
1662800400,10/9/22 5:00,8884,3947,1377,3989,1516,2167
1662804000,10/9/22 6:00,9178,6227,2410,2631,1034,1751
1662807600,10/9/22 7:00,9332,8393,3470,1767,671,1305
1662811200,10/9/22 8:00,9147,10029,4224,1313,433,994
1662814800,10/9/22 9:00,9193,11097,4865,1192,349,705
1662818400,10/9/22 10:00,9460,11702,5159,1434,309,584
1662822000,10/9/22 11:00,9906,12063,5584,2235,355,481
1662825600,10/9/22 12:00,10605,11899,5897,3625,544,418
1662829200,10/9/22 13:00,10678,11770,6040,4697,905,550
1662832800,10/9/22 14:00,10697,11858,5780,5702,1211,808
1662836400,10/9/22 15:00,10157,11991,5671,6061,1457,1139
1662840000,10/9/22 16:00,8361,12307,5663,6371,1652,1343
1662843600,10/9/22 17:00,6764,12953,5753,6609,1744,1436
1662847200,10/9/22 18:00,5056,14110,6046,6984,1811,1512
1662850800,10/9/22 19:00,3465,15769,6612,6873,1793,1611
1662854400,10/9/22 20:00,2455,16173,7292,7014,1873,1612
1662858000,10/9/22 21:00,2265,13308,7084,7215,1899,1717
1662861600,10/9/22 22:00,2668,9267,5224,7540,2013,1797
1662865200,10/9/22 23:00,3555,6033,3523,7667,2037,1835
1662868800,11/9/22 0:00,4531,3664,2192,8372,2058,1876
1662872400,11/9/22 1:00,5659,2430,1353,9215,2209,1954
1662876000,11/9/22 2:00,6695,1877,921,9160,2352,2008
1662879600,11/9/22 3:00,7694,1854,744,7965,2346,2143
1662883200,11/9/22 4:00,8819,2360,771,6484,2159,2513
1662886800,11/9/22 5:00,9255,3592,1174,4363,1625,2215
1662890400,11/9/22 6:00,9448,5743,2066,2869,1140,1778
1662894000,11/9/22 7:00,9639,8158,3200,1956,740,1434
1662897600,11/9/22 8:00,9605,10320,4124,1403,504,1027
1662901200,11/9/22 9:00,9523,11207,4832,1185,360,754
1662904800,11/9/22 10:00,9844,12111,5199,1348,301,597
1662908400,11/9/22 11:00,10939,12354,5581,2071,325,450
1662912000,11/9/22 12:00,11600,12412,6072,3324,479,428
1662915600,11/9/22 13:00,11483,12493,6386,4720,840,474
1662919200,11/9/22 14:00,11817,12582,6116,5704,1176,738
1662922800,11/9/22 15:00,10315,12864,6120,6309,1414,1083
1662926400,11/9/22 16:00,8288,13399,6044,6822,1569,1276
1662930000,11/9/22 17:00,6565,13734,6215,7289,1778,1490
1662933600,11/9/22 18:00,5842,14901,6309,7754,1948,1632
1662937200,11/9/22 19:00,3283,16460,7548,7722,2011,1639
1662940800,11/9/22 20:00,2244,15029,7297,7721,1917,1638
1662944400,11/9/22 21:00,2178,12210,6622,8069,2177,1795
1662948000,11/9/22 22:00,2700,7930,4778,7725,2052,1744
1662951600,11/9/22 23:00,3707,4545,2757,8387,2100,1765
1662955200,12/9/22 0:00,4737,2812,1697,9464,2271,1922
1662958800,12/9/22 1:00,5976,1990,1093,9885,2417,1926
1662962400,12/9/22 2:00,7279,1708,766,9074,2596,1959
1662966000,12/9/22 3:00,8071,2038,671,7585,2494,2213
1662969600,12/9/22 4:00,8708,2975,840,5153,2021,2200
1662973200,12/9/22 5:00,8786,4580,1486,3450,1420,1979
1662976800,12/9/22 6:00,9082,7002,2362,2227,944,1603
1662980400,12/9/22 7:00,9020,8798,3381,1531,594,1143
1662984000,12/9/22 8:00,8753,9620,3971,1175,403,825
1662987600,12/9/22 9:00,8768,40.3,14755,1141,298,625
1662991200,12/9/22 10:00,8852,25.3,15276,1980,301,504
1662994800,12/9/22 11:00,9764,19.2,15998,2709,426,409
1662998400,12/9/22 12:00,10544,11232,5133,4059,675,413
1663002000,12/9/22 13:00,11028,11216,5187,5047,1018,547
1663005600,12/9/22 14:00,10693,11398,5402,5989,1338,800
1663009200,12/9/22 15:00,9487,11485,5288,6076,1519,1025
1663012800,12/9/22 16:00,7711,11405,5195,6062,1523,1228
1663016400,12/9/22 17:00,5962,12211,5306,6545,1607,1364
1663020000,12/9/22 18:00,4107,12989,5391,6549,1660,1432
1663023600,12/9/22 19:00,2835,14245,6490,6584,1698,1437
1663027200,12/9/22 20:00,2077,13148,7011,6606,1727,1510
1663030800,12/9/22 21:00,2035,10473,6114,6630,1783,1569
1663034400,12/9/22 22:00,2594,6837,4252,6803,1822,1536
1663038000,12/9/22 23:00,3685,3982,2505,7347,1920,1507
1663041600,13-09-2022 00:00,4547,2523,1489,8074,2034,1560
1663045200,13-09-2022 01:00,6140,1826,1014,9518,2400,1783
1663048800,13-09-2022 02:00,7097,1626,734,9203,2571,1875
1663052400,13-09-2022 03:00,7835,1965,653,7364,2544,2146
1663056000,13-09-2022 04:00,8466,2884,855,4905,2040,2108
1663059600,13-09-2022 05:00,8311,4556,1517,3084,1336,1886
1663063200,13-09-2022 06:00,8974,6890,2392,2021,832,1463
1663066800,13-09-2022 07:00,8896,8558,3399,1421,542,1052
1663070400,13-09-2022 08:00,8636,9494,3978,1105,356,810
1663074000,13-09-2022 09:00,8617,10151,4459,1448,1.72,608
1663077600,13-09-2022 10:00,8535,10447,4598,1912,0.383,483
1663081200,13-09-2022 11:00,9368,10839,4864,3115,0.183,390
1663084800,13-09-2022 12:00,10291,10948,5080,4639,0.783,403
1663088400,13-09-2022 13:00,10673,10819,5153,5907,1.52,509
1663092000,13-09-2022 14:00,10704,10750,5212,6824,1.1,787
1663095600,13-09-2022 15:00,9586,10987,5164,5781,1477,1037
1663099200,13-09-2022 16:00,7690,11370,5216,5908,1532,1205
1663102800,13-09-2022 17:00,5933,12067,5552,6387,1664,1350
1663106400,13-09-2022 18:00,4216,13253,5700,6453,1716,1332
1663110000,13-09-2022 19:00,2871,14354,6647,6443,1687,1428
1663113600,13-09-2022 20:00,2200,13591,7065,6458,1656,1508
1663117200,13-09-2022 21:00,2065,10886,6219,6413,1796,1545
1663120800,13-09-2022 22:00,2642,6809,4185,6471,1826,1492
1663124400,13-09-2022 23:00,3619,4021,2464,7079,1838,1518
1663128000,14-09-2022 00:00,4631,2450,1490,7918,2020,1560
1663131600,14-09-2022 01:00,6072,1737,1002,8716,2227,1656
1663135200,14-09-2022 02:00,7219,1631,718,8540,2357,1770
1663138800,14-09-2022 03:00,7999,1906,656,6655,2339,2016
1663142400,14-09-2022 04:00,8363,2860,857,4584,1921,2091
1663146000,14-09-2022 05:00,8274,4461,1581,3078,1261,1868
1663149600,14-09-2022 06:00,8823,6717,2448,1974,804,1453
1663153200,14-09-2022 07:00,8882,8691,3437,1362,523,1073
1663156800,14-09-2022 08:00,8534,9432,3980,1107,350,791
